Компонент Модуль  Версія Сума,MGA-01900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00700-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00700-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-02400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02700-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02200-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02100-EIP-B_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-01500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00500-EIP-B_UA-IPS_C000 kWh  2.*,MGA-00801-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00801-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00800-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00600-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00600-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00901-EIP-AB_UA-BEI_C000 kWh  2.*,MGA-00901-EIP-BB_UA-BEI_C000 kWh  2.*,MGA-00900-EIP-A_UA-IPS_C000 kWh  2.*,MGA-00900-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02300-EIP-B_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-A_UA-IPS_C000 kWh  2.*,MGA-03400-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02000-EIP-B_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-A_UA-IPS_C000 kWh  2.*,MGA-02800-EIP-B_UA-IPS_C000 kWh  2.*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.03.2022 06:00 - 07:00,f,f,302,0,319,0,0,0,94,0,3,0,335,0,0,0,31,0,6,0,f,f,0,0,240,0,0,0,0,0,0,0,0,0,0,0,174,0,19,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,450,0,0,0,124,0,0,0,344,0,0,0,83,0,0,0,128,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 07:00 - 08:00,f,f,370,0,341,0,0,0,253,0,3,0,367,0,0,0,37,0,6,0,f,f,0,0,264,0,0,0,0,0,0,0,0,0,0,0,183,0,21,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,497,0,0,0,138,0,0,0,359,0,0,0,89,0,0,0,136,0,0,0,0,0,0,0,49,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 08:00 - 09:00,f,f,447,0,357,0,0,0,680,0,3,0,383,0,0,0,41,0,27,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,192,0,23,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,553,0,0,0,155,0,0,0,406,0,0,0,97,0,0,0,147,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 09:00 - 10:00,f,f,476,0,364,0,0,0,912,0,4,0,395,0,0,0,44,0,56,0,f,f,0,0,303,0,0,0,0,0,0,0,0,0,0,0,198,0,23,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,587,0,0,0,168,0,0,0,399,0,0,0,100,0,0,0,153,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 10:00 - 11:00,f,f,446,0,365,0,0,0,941,0,4,0,383,0,0,0,42,0,51,0,f,f,0,0,309,0,0,0,0,0,0,0,0,0,0,0,203,0,23,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,600,0,0,0,165,0,0,0,385,0,0,0,101,0,0,0,149,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 11:00 - 12:00,f,f,450,0,368,0,0,0,857,0,3,0,377,0,0,0,42,0,36,0,f,f,0,0,304,0,0,0,0,0,0,0,0,0,0,0,205,0,23,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,596,0,0,0,167,0,0,0,377,0,0,0,99,0,0,0,154,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 12:00 - 13:00,f,f,434,0,366,0,0,0,879,0,3,0,379,0,0,0,38,0,23,0,f,f,0,0,303,0,0,0,0,0,0,0,0,0,0,0,204,0,23,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,589,0,0,0,163,0,0,0,385,0,0,0,97,0,0,0,145,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 13:00 - 14:00,f,f,371,0,358,0,0,0,944,0,4,0,375,0,0,0,38,0,23,0,f,f,0,0,296,0,0,0,0,0,0,0,0,0,0,0,204,0,23,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,584,0,0,0,162,0,0,0,582,0,0,0,95,0,0,0,146,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 14:00 - 15:00,f,f,322,0,357,0,0,0,947,0,3,0,367,0,0,0,38,0,24,0,f,f,0,0,292,0,0,0,0,0,0,0,0,0,0,0,201,0,23,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,573,0,0,0,157,0,0,0,566,0,0,0,94,0,0,0,144,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 15:00 - 16:00,f,f,354,0,360,0,0,0,900,0,4,0,365,0,0,0,37,0,23,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,199,0,21,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,562,0,0,0,156,0,0,0,376,0,0,0,92,0,0,0,138,0,0,0,0,0,0,0,51,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 16:00 - 17:00,f,f,397,0,367,0,0,0,523,0,4,0,373,0,0,0,37,0,23,0,f,f,0,0,284,0,0,0,0,0,0,0,0,0,0,0,200,0,21,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,548,0,0,0,153,0,0,0,369,0,0,0,91,0,0,0,139,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 17:00 - 18:00,f,f,369,0,372,0,0,0,299,0,3,0,387,0,0,0,39,0,23,0,f,f,0,0,288,0,0,0,0,0,0,0,0,0,0,0,202,0,21,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,554,0,0,0,155,0,0,0,356,0,0,0,94,0,0,0,143,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 18:00 - 19:00,f,f,338,0,381,0,0,0,96,0,3,0,397,0,0,0,43,0,23,0,f,f,0,0,303,0,0,0,0,0,0,0,0,0,0,0,210,0,21,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,580,0,0,0,164,0,0,0,346,0,0,0,101,0,0,0,152,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 19:00 - 20:00,f,f,337,0,373,0,0,0,88,0,3,0,379,0,0,0,41,0,24,0,f,f,0,0,302,0,0,0,0,0,0,0,0,0,0,0,213,0,19,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,572,0,0,0,167,0,0,0,337,0,0,0,100,0,0,0,147,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 20:00 - 21:00,f,f,379,0,357,0,0,0,88,0,4,0,359,0,0,0,40,0,22,0,f,f,0,0,286,0,0,0,0,0,0,0,0,0,0,0,209,0,19,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,545,0,0,0,154,0,0,0,375,0,0,0,97,0,0,0,140,0,0,0,0,0,0,0,52,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 21:00 - 22:00,f,f,338,0,341,0,0,0,83,0,3,0,339,0,0,0,35,0,23,0,f,f,0,0,270,0,0,0,0,0,0,0,0,0,0,0,202,0,18,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,516,0,0,0,143,0,0,0,373,0,0,0,92,0,0,0,130,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 22:00 - 23:00,f,f,345,0,314,0,0,0,84,0,3,0,311,0,0,0,33,0,24,0,f,f,0,0,249,0,0,0,0,0,0,0,0,0,0,0,195,0,16,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,482,0,0,0,129,0,0,0,374,0,0,0,86,0,0,0,122,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
16.03.2022 23:00 - 24:00,f,f,341,0,307,0,0,0,82,0,4,0,291,0,0,0,30,0,22,0,f,f,0,0,239,0,0,0,0,0,0,0,0,0,0,0,187,0,16,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,459,0,0,0,117,0,0,0,375,0,0,0,84,0,0,0,119,0,0,0,0,0,0,0,43,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 00:00 - 01:00,f,f,312,0,288,0,0,0,82,0,4,0,273,0,0,0,26,0,23,0,f,f,0,0,225,0,0,0,0,0,0,0,0,0,0,0,180,0,16,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,421,0,0,0,109,0,0,0,337,0,0,0,81,0,0,0,114,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 01:00 - 02:00,f,f,313,0,276,0,0,0,79,0,4,0,265,0,0,0,25,0,23,0,f,f,0,0,215,0,0,0,0,0,0,0,0,0,0,0,172,0,16,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,402,0,0,0,103,0,0,0,358,0,0,0,79,0,0,0,109,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 02:00 - 03:00,f,f,312,0,277,0,0,0,82,0,4,0,262,0,0,0,26,0,23,0,f,f,0,0,206,0,0,0,0,0,0,0,0,0,0,0,170,0,16,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,393,0,0,0,100,0,0,0,350,0,0,0,78,0,0,0,106,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 03:00 - 04:00,f,f,315,0,276,0,0,0,84,0,3,0,260,0,0,0,24,0,23,0,f,f,0,0,207,0,0,0,0,0,0,0,0,0,0,0,168,0,16,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,384,0,0,0,101,0,0,0,335,0,0,0,78,0,0,0,107,0,0,0,0,0,0,0,38,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 04:00 - 05:00,f,f,320,0,281,0,0,0,79,0,4,0,263,0,0,0,25,0,23,0,f,f,0,0,210,0,0,0,0,0,0,0,0,0,0,0,169,0,16,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,389,0,0,0,103,0,0,0,353,0,0,0,79,0,0,0,110,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 05:00 - 06:00,f,f,327,0,296,0,0,0,83,0,4,0,289,0,0,0,26,0,22,0,f,f,0,0,222,0,0,0,0,0,0,0,0,0,0,0,170,0,16,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,407,0,0,0,109,0,0,0,350,0,0,0,80,0,0,0,115,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 06:00 - 07:00,f,f,312,0,327,0,0,0,86,0,4,0,333,0,0,0,32,0,22,0,f,f,0,0,251,0,0,0,0,0,0,0,0,0,0,0,176,0,18,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,457,0,0,0,125,0,0,0,377,0,0,0,88,0,0,0,133,0,0,0,0,0,0,0,47,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 07:00 - 08:00,f,f,346,0,346,0,0,0,368,0,3,0,363,0,0,0,37,0,25,0,f,f,0,0,268,0,0,0,0,0,0,0,0,0,0,0,187,0,18,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,502,0,0,0,139,0,0,0,558,0,0,0,96,0,0,0,141,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 08:00 - 09:00,f,f,452,0,362,0,0,0,962,0,3,0,389,0,0,0,41,0,53,0,f,f,0,0,298,0,0,0,0,0,0,0,0,0,0,0,201,0,20,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,563,0,0,0,156,0,0,0,735,0,0,0,105,0,0,0,152,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 09:00 - 10:00,f,f,446,0,374,0,0,0,911,0,4,0,397,0,0,0,43,0,43,0,f,f,0,0,313,0,0,0,0,0,0,0,0,0,0,0,213,0,22,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,600,0,0,0,169,0,0,0,695,0,0,0,110,0,0,0,160,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 10:00 - 11:00,f,f,461,0,378,0,0,0,936,0,4,0,389,0,0,0,43,0,61,0,f,f,0,0,319,0,0,0,0,0,0,0,0,0,0,0,217,0,24,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,607,0,0,0,170,0,0,0,649,0,0,0,110,0,0,0,159,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 11:00 - 12:00,f,f,391,0,376,0,0,0,824,0,3,0,381,0,0,0,43,0,61,0,f,f,0,0,316,0,0,0,0,0,0,0,0,0,0,0,219,0,22,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,602,0,0,0,170,0,0,0,709,0,0,0,108,0,0,0,158,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 12:00 - 13:00,f,f,421,0,372,0,0,0,897,0,3,0,377,0,0,0,41,0,21,0,f,f,0,0,310,0,0,0,0,0,0,0,0,0,0,0,218,0,24,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,596,0,0,0,169,0,0,0,541,0,0,0,106,0,0,0,155,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 13:00 - 14:00,f,f,407,0,365,0,0,0,915,0,4,0,371,0,0,0,40,0,22,0,f,f,0,0,296,0,0,0,0,0,0,0,0,0,0,0,216,0,24,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,577,0,0,0,163,0,0,0,719,0,0,0,105,0,0,0,148,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 14:00 - 15:00,f,f,397,0,366,0,0,0,916,0,4,0,365,0,0,0,39,0,21,0,f,f,0,0,299,0,0,0,0,0,0,0,0,0,0,0,214,0,22,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,581,0,0,0,160,0,0,0,663,0,0,0,103,0,0,0,148,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 15:00 - 16:00,f,f,395,0,371,0,0,0,935,0,4,0,367,0,0,0,38,0,22,0,f,f,0,0,293,0,0,0,0,0,0,0,0,0,0,0,211,0,22,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,565,0,0,0,157,0,0,0,731,0,0,0,102,0,0,0,148,0,0,0,0,0,0,0,54,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 16:00 - 17:00,f,f,390,0,374,0,0,0,432,0,4,0,369,0,0,0,38,0,22,0,f,f,0,0,291,0,0,0,0,0,0,0,0,0,0,0,209,0,22,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,551,0,0,0,156,0,0,0,494,0,0,0,101,0,0,0,146,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 17:00 - 18:00,f,f,326,0,387,0,0,0,303,0,4,0,377,0,0,0,40,0,21,0,f,f,0,0,299,0,0,0,0,0,0,0,0,0,0,0,209,0,20,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,560,0,0,0,158,0,0,0,409,0,0,0,103,0,0,0,150,0,0,0,0,0,0,0,56,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 18:00 - 19:00,f,f,355,0,391,0,0,0,156,0,4,0,389,0,0,0,42,0,22,0,f,f,0,0,311,0,0,0,0,0,0,0,0,0,0,0,218,0,18,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,582,0,0,0,169,0,0,0,453,0,0,0,108,0,0,0,154,0,0,0,0,0,0,0,57,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 19:00 - 20:00,f,f,359,0,383,0,0,0,90,0,3,0,379,0,0,0,42,0,21,0,f,f,0,0,311,0,0,0,0,0,0,0,0,0,0,0,218,0,20,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,575,0,0,0,171,0,0,0,536,0,0,0,106,0,0,0,151,0,0,0,0,0,0,0,55,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 20:00 - 21:00,f,f,323,0,359,0,0,0,89,0,4,0,363,0,0,0,40,0,22,0,f,f,0,0,292,0,0,0,0,0,0,0,0,0,0,0,214,0,18,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,550,0,0,0,159,0,0,0,715,0,0,0,103,0,0,0,145,0,0,0,0,0,0,0,53,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 21:00 - 22:00,f,f,330,0,347,0,0,0,83,0,3,0,341,0,0,0,35,0,22,0,f,f,0,0,279,0,0,0,0,0,0,0,0,0,0,0,206,0,16,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,521,0,0,0,146,0,0,0,715,0,0,0,98,0,0,0,133,0,0,0,0,0,0,0,50,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 22:00 - 23:00,f,f,349,0,328,0,0,0,82,0,3,0,313,0,0,0,33,0,22,0,f,f,0,0,260,0,0,0,0,0,0,0,0,0,0,0,198,0,18,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,485,0,0,0,132,0,0,0,739,0,0,0,90,0,0,0,125,0,0,0,0,0,0,0,46,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
17.03.2022 23:00 - 24:00,f,f,345,0,311,0,0,0,81,0,4,0,293,0,0,0,30,0,22,0,f,f,0,0,247,0,0,0,0,0,0,0,0,0,0,0,190,0,16,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,463,0,0,0,122,0,0,0,704,0,0,0,88,0,0,0,120,0,0,0,0,0,0,0,45,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 00:00 - 01:00,f,f,340,0,293,0,0,0,80,0,4,0,277,0,0,0,27,0,22,0,f,f,0,0,229,0,0,0,0,0,0,0,0,0,0,0,184,0,18,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,425,0,0,0,111,0,0,0,700,0,0,0,85,0,0,0,115,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 01:00 - 02:00,f,f,313,0,284,0,0,0,77,0,4,0,267,0,0,0,26,0,21,0,f,f,0,0,221,0,0,0,0,0,0,0,0,0,0,0,176,0,20,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,405,0,0,0,105,0,0,0,625,0,0,0,82,0,0,0,113,0,0,0,0,0,0,0,41,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 02:00 - 03:00,f,f,319,0,282,0,0,0,74,0,4,0,263,0,0,0,26,0,23,0,f,f,0,0,215,0,0,0,0,0,0,0,0,0,0,0,173,0,18,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,389,0,0,0,102,0,0,0,716,0,0,0,80,0,0,0,108,0,0,0,0,0,0,0,39,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 03:00 - 04:00,f,f,314,0,282,0,0,0,79,0,3,0,260,0,0,0,24,0,21,0,f,f,0,0,210,0,0,0,0,0,0,0,0,0,0,0,171,0,18,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,387,0,0,0,104,0,0,0,662,0,0,0,81,0,0,0,109,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 04:00 - 05:00,f,f,328,0,286,0,0,0,78,0,4,0,250,0,0,0,26,0,22,0,f,f,0,0,214,0,0,0,0,0,0,0,0,0,0,0,171,0,18,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,392,0,0,0,103,0,0,0,532,0,0,0,81,0,0,0,113,0,0,0,0,0,0,0,40,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 05:00 - 06:00,f,f,321,0,307,0,0,0,79,0,3,0,295,0,0,0,26,0,21,0,f,f,0,0,231,0,0,0,0,0,0,0,0,0,0,0,173,0,18,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,412,0,0,0,111,0,0,0,541,0,0,0,84,0,0,0,117,0,0,0,0,0,0,0,44,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
18.03.2022 06:00 - 07:00,f,f,323,0,338,0,0,0,84,0,3,0,347,0,0,0,32,0,21,0,f,f,0,0,262,0,0,0,0,0,0,0,0,0,0,0,179,0,18,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,464,0,0,0,126,0,0,0,535,0,0,0,91,0,0,0,133,0,0,0,0,0,0,0,48,0,f,f,0,0,0,0,0,0,0,0,f,0,0,0,0,f,f,f,f,f,f,f,f,f,f,0,0,0,0,0,0,0,0
